sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.0518449214850701,-0.5442717921750576,-0.5961167136601276,0.6630026981837914,-1.0130275680697196,-0.21793055168248418,paired_cohen_dz,-0.8991165726672167,0.015625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0998657411374868,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,-0.5961167136601276,-1.0130275680697196,-0.21793055168248418,0.015625,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.0,0.0,0.0,-1.0,-1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.25997107530252206,-0.8085480452971844,-1.068519120599706,0.597864961935563,-1.42328608293833,-0.7203148743313694,paired_cohen_dz,-1.7872248561622002,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0296875,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-1.068519120599706,-1.42328608293833,-0.7203148743313694,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,-1.0,-1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.7032426016501431,1.2974500749984461,1.9129296586527706,0.3294695281778792,2.5106101313196567,paired_cohen_dz,0.6782528929538415,0.0234375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.111328125,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.2974500749984461,0.3294695281778792,2.5106101313196567,0.0234375,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.208126153817452,-0.21655238229539017,-0.008426228477938242,0.6046700957780305,-0.40919741451137315,0.26928147236831984,paired_cohen_dz,-0.013935249215683789,0.970703125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.008426228477938242,-0.40919741451137315,0.26928147236831984,0.970703125,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.0518449214850701,0.03803917964815061,-0.013805741836919494,0.5758621779234688,-0.36194540961400734,0.2669906990856433,paired_cohen_dz,-0.023974038174728422,0.9375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,0.9895833333333334,ci_crosses_zero,-0.013805741836919494,-0.36194540961400734,0.2669906990856433,0.9375,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.25997107530252206,0.25459156194354077,-0.005379513358981269,0.34138900886627604,-0.2182246057017274,0.1802719041344087,paired_cohen_dz,-0.01575772277158593,0.96875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.005379513358981269,-0.2182246057017274,0.1802719041344087,0.96875,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262635,-0.4214735105013615,0.40569382302490203,0.8468574421650669,-0.005669314491434079,0.9396811601147517,paired_cohen_dz,0.47905798877755557,0.12890625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.3628472222222222,0.2721354166666667,ci_crosses_zero,0.40569382302490203,-0.005669314491434079,0.9396811601147517,0.12890625,0.2721354166666667,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159485,0.2522273084395784,0.366433770955527,0.7372109222806895,-0.07501429775166223,0.7585591788553271,paired_cohen_dz,0.4970541806704392,0.14453125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.39229910714285715,0.46530612244897956,ci_crosses_zero,0.366433770955527,-0.07501429775166223,0.7585591788553271,0.14453125,0.46530612244897956,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.06211974588657676,-0.07182039964945246,-0.13394014553602923,0.5672185865973243,-0.47541403222470013,0.19123618382703134,paired_cohen_dz,-0.23613497283211393,0.48046875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8444444444444444,0.95,ci_crosses_zero,-0.13394014553602923,-0.47541403222470013,0.19123618382703134,0.48046875,0.95,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_post_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.17632620840252528,-0.32404770808903083,-0.5003739164915562,0.3335057770676345,-0.6722883924974246,-0.2822786063486398,paired_cohen_dz,-1.500345573894155,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.04241071428571429,0.0185546875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.5003739164915562,-0.6722883924974246,-0.2822786063486398,0.00390625,0.0185546875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,-1.0,-1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262635,0.4795706617901841,1.3067379953164475,1.3177830101037213,0.5366439755396943,2.0736938825665963,paired_cohen_dz,0.9916184874880087,0.01171875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.09895833333333333,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.3067379953164475,0.5366439755396943,2.0736938825665963,0.01171875,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.1142064625159485,-0.046216548035153716,0.0679899144807948,0.5465384288058185,-0.22467639408559162,0.4163444294197057,paired_cohen_dz,0.12440097694383934,0.7109375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,0.0679899144807948,-0.22467639408559162,0.4163444294197057,0.7109375,1.0,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.06211974588657676,0.07137304103260954,0.009253295146032759,0.291827823138093,-0.1737541488072946,0.19032876426573547,paired_cohen_dz,0.031708063496242084,0.921875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,0.9895833333333334,ci_crosses_zero,0.009253295146032759,-0.1737541488072946,0.19032876426573547,0.921875,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.17632620840252528,0.11758958906776326,-0.05873661933476202,0.3691316268766398,-0.26007547068497944,0.13233357617101973,paired_cohen_dz,-0.15912106971638934,0.66796875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.05873661933476202,-0.26007547068497944,0.13233357617101973,0.66796875,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,-0.26206928878879465,0.3159580948753358,0.8114498574564266,-0.12297868774506977,0.798924787956167,paired_cohen_dz,0.3893747616959834,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5857263513513513,0.4167668269230769,ci_crosses_zero,0.3159580948753358,-0.12297868774506977,0.798924787956167,0.28515625,0.4167668269230769,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781402,0.18275049112839725,0.3998371435162113,0.8085994700610526,-0.05264293235084509,0.8818477981069807,paired_cohen_dz,0.49448108528443874,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.3958333333333333,0.46530612244897956,ci_crosses_zero,0.3998371435162113,-0.05264293235084509,0.8818477981069807,0.15625,0.46530612244897956,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.14649590214995234,0.07162160499641623,-0.07487429715353609,0.823303010043565,-0.5570989765999054,0.413539592342292,paired_cohen_dz,-0.09094379133822689,0.775390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,0.9895833333333334,ci_crosses_zero,-0.07487429715353609,-0.5570989765999054,0.413539592342292,0.775390625,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.36358255453776633,-0.11112888613198102,-0.47471144066974735,0.3794560894631072,-0.7052993933995214,-0.26314545701593306,paired_cohen_dz,-1.2510312888677502,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0296875,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.47471144066974735,-0.7052993933995214,-0.26314545701593306,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,-1.0,-1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938275,0.9831625362579579,1.1591186269424747,0.30369233299484455,1.7414601567516572,paired_cohen_dz,0.8481983753909174,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.11338975694444445,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9831625362579579,0.30369233299484455,1.7414601567516572,0.025390625,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781402,-0.20535205749381538,0.011734594893998623,0.51536797778229,-0.30030211262651557,0.32850524293480293,paired_cohen_dz,0.022769351996789637,0.94140625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,0.011734594893998623,-0.30030211262651557,0.32850524293480293,0.94140625,1.0,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.14649590214995234,0.11862048286893341,-0.027875419281018943,0.5570566640697046,-0.34632720702453196,0.3222243717335377,paired_cohen_dz,-0.05004054538611693,0.876953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,0.9895833333333334,ci_crosses_zero,-0.027875419281018943,-0.34632720702453196,0.3222243717335377,0.876953125,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.36358255453776633,0.3239725403627488,-0.03961001417501754,0.3750965878088606,-0.2913046222361701,0.15355974918868523,paired_cohen_dz,-0.10559950546711389,0.8359375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.03961001417501754,-0.2913046222361701,0.15355974918868523,0.8359375,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.76551470927014,0.15755309524674876,0.9230678045168887,,0.3574647752536953,1.4969422146470726,hedges_g,1.0672522313387234,0.028994201159768047,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.11597680463907219,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9230678045168887,0.3574647752536953,1.4969422146470726,0.028994201159768047,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3430664228381077,-0.295547719603846,0.04751870323426166,,-0.3566051615160071,0.467195944081248,hedges_g,0.07792043629880502,0.864627074585083,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,0.04751870323426166,-0.3566051615160071,0.467195944081248,0.864627074585083,1.0,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.2558470722419263,-0.21807183493459603,0.03777523730733029,,-0.48819962487637125,0.6333082932646286,hedges_g,0.05523025028943753,0.9038192361527695,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,0.9895833333333334,ci_crosses_zero,0.03777523730733029,-0.48819962487637125,0.6333082932646286,0.9038192361527695,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.0872193505961814,0.07747588466924998,-0.009743465926931413,,-0.17734540531510878,0.1842891739302831,hedges_g,-0.04281201876374909,0.9262147570485902,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.009743465926931413,-0.17734540531510878,0.1842891739302831,0.9262147570485902,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.15755309524674876,0.35279004426667915,0.1952369490199303,1.1290124380930087,-0.3272648007142487,0.6717328330986624,paired_cohen_dz,0.17292719055398623,0.4809038192361528,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8444444444444444,0.59375,ci_crosses_zero,0.1952369490199303,-0.3272648007142487,0.6717328330986624,0.4809038192361528,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.295547719603846,0.5242586681625858,0.8198063877664318,0.7706133451319785,0.4755241397093038,1.145614896305002,paired_cohen_dz,1.0638362194805078,0.0003999200159968006,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.025328267679797373,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8198063877664318,0.4755241397093038,1.145614896305002,0.0003999200159968006,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.21807183493459603,0.38863654976254636,0.6067083846971424,0.924936275510375,0.2171450025346056,1.003453693278815,paired_cohen_dz,0.6559461454383588,0.015796840631873626,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0998657411374868,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.6067083846971424,0.2171450025346056,1.003453693278815,0.015796840631873626,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.07747588466924998,-0.13562211840003946,-0.2130980030692894,0.3744741604720937,-0.40134269714175397,-0.059688576648704326,paired_cohen_dz,-0.569059298512453,0.01779644071185763,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0998657411374868,0.06762647470505899,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.2130980030692894,-0.40134269714175397,-0.059688576648704326,0.01779644071185763,0.06762647470505899,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,-1.0,-1.0,1.0,True,True,True,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,0.8186496667344071,0.6513953090343837,-0.16725435770002336,1.076720975423834,-0.7935454511496135,0.3777185788194449,paired_cohen_dz,-0.15533676924440554,0.612060546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9690958658854166,0.6840676700367647,ci_crosses_zero,-0.16725435770002336,-0.7935454511496135,0.3777185788194449,0.612060546875,0.6840676700367647,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,0.5036545954652483,0.46042971293196544,-0.04322488253328279,0.4700307863712039,-0.2735118774556169,0.1981731347605974,paired_cohen_dz,-0.09196181141025561,0.7421875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.04322488253328279,-0.2735118774556169,0.1981731347605974,0.7421875,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,0.692646945564631,0.6275935001008607,-0.06505344546377029,0.4066214043395151,-0.2583273443128554,0.12636601282979665,paired_cohen_dz,-0.15998529533741138,0.573486328125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9474991508152174,0.9895833333333334,ci_crosses_zero,-0.06505344546377029,-0.2583273443128554,0.12636601282979665,0.573486328125,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
primary,baseline,Primary score reconstructed from saved axis expression matrices.,,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,0.1889923500993828,0.1671637871688953,-0.02182856293048751,0.34225645434652796,-0.1986000628185587,0.15614649977909614,paired_cohen_dz,-0.0637783821262477,0.819091796875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.02182856293048751,-0.1986000628185587,0.15614649977909614,0.819091796875,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
